Experiment,ExperimentName,Rotation,Gender,Order,Subject,AgeInMonths,AgeinYears,RunningOrder_List,CorrectResponse,ResponseCode,Response,ResponseRT,DisplayQuestion1.RTTime,Multi,Item,NewItem,Operation,Procedure,QuestionText,Position,Referent,Running
1,RyanMaths_Order2M_A,2,M,A,51,86,7,12,9{SPACE},1,9{SPACE},26174,399778,Referent,14,14,Addition,QuestionProc,You had 2 grapes and Rachel gave you 7 more. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,5,13{SPACE},1,13{SPACE},25305,209210,Referent,15,15,Addition,QuestionProc,"You brought 8 toys to school, and Joe brought 5 more. How many toys were brought altogether? ",First,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,2,9{SPACE},0,8{SPACE},26380,152532,Referent,16,16,Addition,QuestionProc,Eva has 6 pictures and you have 3 pictures. How many pictures are there in total??,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,18,11{SPACE},1,11{SPACE},13378,617249,Referent,17,17,Addition,QuestionProc,Nathan had 8 cartoons and you gave him 3 more. How many cartoons does Nathan have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,15,15{SPACE},1,15{SPACE},41001,515965,Referent,18,18,Addition,QuestionProc,"Rose bought 6 bags for the trip, and you bought 9 more. How many bags were bought in total?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,22,9{SPACE},0,8{SPACE},27441,736108,Referent,19,19,Subtraction,QuestionProc,"You had 13 apples. You gave some apples to Angus, and had 4 left. How many apples did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,16,2{SPACE},1,2{SPACE},17225,533218,Referent,20,20,Subtraction,QuestionProc,You had 10 pencils but Jessica took 8 of them. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,1,4{SPACE},1,4{SPACE},35653,126124,Referent,21,21,Subtraction,QuestionProc,You have 7 games. Murray has 3 fewer games than you. How many games does Murray have?,First,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,17,6{SPACE},1,6{SPACE},70595,603843,Referent,22,22,Subtraction,QuestionProc,"Ashleigh had 13 sweets. She gave some to you, then had 7 sweets left. How many sweets did she give away?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,19,4{SPACE},0,3{SPACE},50399,667676,Referent,23,23,Subtraction,QuestionProc,Ethan had 12 stickers but you took 8 of them. How many stickers does Ethan have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,23,9{SPACE},1,9{SPACE},15380,751517,Referent,24,24,Subtraction,QuestionProc,Fiona has 11 cakes and you have 2 fewer cakes than Fiona. How many cakes do you have? ,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,12,14{SPACE},0,16{SPACE},44101,1221771,Object,1,25,Addition,QuestionProc1,Sam has 8 apples and also has 6 bananas. How many pieces of fruit does she have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,1,6{SPACE},1,6{SPACE},17320,794669,Object,2,26,Addition,QuestionProc1,"Sam had 4 pencils, then she got 2 notepads. How many things does she have now?",First,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,13,12{SPACE},1,12{SPACE},61990,1283789,Object,3,27,Addition,QuestionProc1,Sam bought 5 games and 7 songs for the journey. How many things did she buy for the journey?,First,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,22,10{SPACE},1,10{SPACE},21622,1554856,Object,4,28,Addition,QuestionProc1,Altogether Sam has 3 sweets and 7 doughnuts. How many snacks does she have?,NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,17,8{SPACE},1,8{SPACE},13488,1446931,Object,5,29,Addition,QuestionProc1,"At the competition, Sam won 6 stickers and 2 medals. How many prizes did she win altogether? ",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,2,10{SPACE},1,10{SPACE},37221,831918,Object,6,30,Addition,QuestionProc1,"For the party, Sam bought 6 cakes and 4 cookies. How many snacks did she buy altogether?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,9,5{SPACE},1,5{SPACE},14655,1032239,Object,7,31,Subtraction,QuestionProc1,"Sam had 8 stickers and cards, but gave 3 away. How many items did she have left?",First,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,23,4{SPACE},1,4{SPACE},43792,1598677,Object,8,32,Subtraction,QuestionProc1,"Sam had 9 fruits altogether, a mix of grapes and oranges. If 5 were grapes, how many were oranges?",First,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,11,7{SPACE},1,7{SPACE},55176,1177643,Object,9,33,Subtraction,QuestionProc1,Sam has 11 toys. She has 4 fewer books than toys. How many books does she have?,First,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,5,9{SPACE},1,9{SPACE},50120,944109,Object,10,34,Subtraction,QuestionProc1,"From the store, Sam bought 14 pictures and puzzles, but gave away 5. How many items does she have left?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,3,8{SPACE},0,7{SPACE},54448,886393,Object,11,35,Subtraction,QuestionProc1,"For drinks, Sam has a mix of 15 cartons and bottles. If 7 are cartons, how many are bottles?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,8,5{SPACE},1,5{SPACE},29330,1017556,Object,12,36,Subtraction,QuestionProc1,"For the collection, Sam has 11 bags. She has 6 fewer boxes than bags. How many boxes does she have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,6,8{SPACE},1,8{SPACE},20107,964244,Object,13,37,Addition,QuestionProc1,You have 3 stickers and also have 5 cards. How many items do you have altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,18,9{SPACE},1,9{SPACE},13837,1460798,Object,14,38,Addition,QuestionProc1,You had 5 grapes then you were given 4 oranges. How many pieces of fruit do you have now?,First,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,19,11{SPACE},1,11{SPACE},24611,1485438,Object,15,39,Addition,QuestionProc1,You took 4 toys and 7 books to the sleepover. How many things did you take to the sleepover altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,20,14{SPACE},1,14{SPACE},24924,1510391,Object,16,40,Addition,QuestionProc1,"Altogether, you have 5 pictures and 9 puzzles. How many items do you have?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,14,15{SPACE},1,15{SPACE},34478,1318296,Object,17,41,Addition,QuestionProc1,"First you had 7 cartons, then you were given 8 bottles. How many drinks do you have now?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,7,11{SPACE},1,11{SPACE},23926,988199,Object,18,42,Addition,QuestionProc1,"For the collection, you brought 5 bags and 6 boxes. How many items did you bring altogether?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,24,6{SPACE},1,6{SPACE},33011,1631716,Object,19,43,Subtraction,QuestionProc1,You had 14 apples and bananas but gave 8 away. How many pieces of fruit did you have left?,First,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,16,2{SPACE},1,2{SPACE},95222,1433414,Object,20,44,Subtraction,QuestionProc1,"Your 6-item stationery pack included both pencils and notepads. If 4 were pencils, how many were notepads?",First,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,15,7{SPACE},1,7{SPACE},19840,1338164,Object,21,45,Subtraction,QuestionProc1,You have 12 games. You have 5 fewer songs than games. How many songs do you have?,First,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,21,7{SPACE},1,7{SPACE},22788,1533207,Object,22,46,Subtraction,QuestionProc1,"From the bakery, you bought 10 sweets and doughnuts, but gave 3 away. How many did you have left?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,10,2{SPACE},0,3{SPACE},90171,1122439,Object,23,47,Subtraction,QuestionProc1,"At the competition, you won 8 stickers and medals. If 6 were stickers, how many were medals?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order2M_A,2,M,A,51,86,7,4,6{SPACE},0,14{SPACE},7539,893960,Object,24,48,Subtraction,QuestionProc1,"For the party, you bought 10 cakes. You bought 4 fewer cookies than cakes. How many cookies did you buy? ",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,6,13{SPACE},1,13{SPACE},9992,676675,Referent,1,1,Addition,QuestionProc,You have 4 apples and John has 9 apples. How many apples are there altogether?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,17,10{SPACE},1,10{SPACE},17581,885754,Referent,2,2,Addition,QuestionProc,You have 8 pencils and Sarah give you 2 more. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,18,7{SPACE},1,7{SPACE},4550,890332,Referent,3,3,Addition,QuestionProc,You brought 3 games to the sleepover and Chris brought 4. How many games were brought to the sleepover altogether? ,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,3,13{SPACE},1,13{SPACE},19442,652923,Referent,4,4,Addition,QuestionProc,Anna has 7 sweets and you have 6 sweets. How many sweets are there altogether?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,5,12{SPACE},1,12{SPACE},5558,666655,Referent,5,5,Addition,QuestionProc,David has 8 stickers and you gave him 4 more stickers. How many stickers does David have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,24,11{SPACE},1,11{SPACE},7363,1001863,Referent,6,6,Addition,QuestionProc,Beth brought 2 cakes to the party and you brought 9 more. How many cakes were brought to the party?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,10,9{SPACE},1,9{SPACE},25681,769575,Referent,7,7,Subtraction,QuestionProc,"You had 12 stickers and you gave some to Gareth. You then had 3 stickers, how many did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,14,7{SPACE},1,7{SPACE},13732,826082,Referent,8,8,Subtraction,QuestionProc,You had 9 grapes but Zahra took 2. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,4,5{SPACE},1,5{SPACE},8117,661068,Referent,9,9,Subtraction,QuestionProc,You have 13 toys. Shaun has 8 fewer toys than you. How many does Shaun have?,First,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,12,3{SPACE},1,3{SPACE},26184,802071,Referent,10,10,Subtraction,QuestionProc,"Abbie had 9 pictures and she gave some to you. She then had 6 pictures, how many did she give to you?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,21,3{SPACE},1,3{SPACE},27869,936452,Referent,11,11,Subtraction,QuestionProc,Ross had 11 cartons but you took 8 of them. How many cartons does Ross have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,16,9{SPACE},1,9{SPACE},14543,868144,Referent,12,12,Subtraction,QuestionProc,Catherine has 15 bags. You have 6 fewer bags than Catherine. How many bags do you have?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,15,12{SPACE},1,12{SPACE},27463,853573,Referent,13,13,Addition,QuestionProc,Sam has 3 stickers and Jack has 9 stickers. How many do they have altogether?,First,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,1,9{SPACE},1,9{SPACE},7373,624831,Referent,14,14,Addition,QuestionProc,Sam has 2 grapes and Rachel gave him 7 more. How many grapes does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,2,13{SPACE},1,13{SPACE},8594,633453,Referent,15,15,Addition,QuestionProc,"Sam brought 8 toys to school, and Joe brought 5 more. How many toys were brought altogether? ",First,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,11,9{SPACE},1,9{SPACE},6256,775858,Referent,16,16,Addition,QuestionProc,Eva has 6 pictures and Sam has 3 pictures. How many pictures do they have altogether?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,7,11{SPACE},1,11{SPACE},19409,696113,Referent,17,17,Addition,QuestionProc,Nathan has 8 cartoons and Sam gave him 3 more. How many cartoons does Nathan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,8,15{SPACE},1,15{SPACE},16280,712421,Referent,18,18,Addition,QuestionProc,"Rose bought 6 bags to the trip, and Sam bought 9 more. How many bags were bought for the trip?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,19,9{SPACE},1,9{SPACE},12389,902749,Referent,19,19,Subtraction,QuestionProc,"Sam had 13 apples. He gave some apples to Angus, and had 4 left. How many apples did he give away?",First,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,23,2{SPACE},1,2{SPACE},20287,994473,Referent,20,20,Subtraction,QuestionProc,Sam had 10 pencils but Jessica took 8 of them. How many pencils does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,13,4{SPACE},1,4{SPACE},10221,812322,Referent,21,21,Subtraction,QuestionProc,Sam has 7 games. Murray has 3 fewer games than Sam. How many games does Murray have?,First,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,9,6{SPACE},NA,5{SPACE},NA,743866,Referent,22,22,Subtraction,QuestionProc,Ashleigh had 13 sweets. She gave some to you and then had 7 sweets left. How many sweets did she give away?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,22,4{SPACE},1,4{SPACE},37677,974157,Referent,23,23,Subtraction,QuestionProc,Ethan had 12 stickers but Ethan took 8 of them. How many stickers does Ethan have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,20,9{SPACE},1,9{SPACE},5779,908555,Referent,24,24,Subtraction,QuestionProc,Fiona has 11 cakes and Sam has 2 fewer cakes than Fiona. How many cakes does Sam have? ,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,23,14{SPACE},0,{SPACE},706,585991,Object,1,25,Addition,QuestionProc1,You have 8 apples and also have 6 bananas. How many pieces of fruit do you have altogether?,First,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,10,6{SPACE},1,6{SPACE},7925,421552,Object,2,26,Addition,QuestionProc1,"You had 4 pencils, then you got 2 notepads. How many things do you have now?",First,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,9,12{SPACE},1,12{SPACE},10448,413598,Object,3,27,Addition,QuestionProc1,You bought 5 games and 7 songs for the journey. How many things did you buy for the journey?,First,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,7,10{SPACE},1,10{SPACE},8477,394981,Object,4,28,Addition,QuestionProc1,Altogether you have 3 sweets and 7 doughnuts. How many snacks do you have?,NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,12,8{SPACE},1,8{SPACE},9156,436622,Object,5,29,Addition,QuestionProc1,"At the competition, you won 6 stickers and 2 medals. How many prizes did you win altogether? ",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,20,10{SPACE},1,10{SPACE},9917,537907,Object,6,30,Addition,QuestionProc1,"For the party, you bought 6 cakes and 4 cookies. How many snacks did you buy altogether?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,5,5{SPACE},1,5{SPACE},8653,362278,Object,7,31,Subtraction,QuestionProc1,"You had 8 stickers and cards, but gave 3 away. How many items did you have left?",First,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,1,4{SPACE},1,4{SPACE},21968,313051,Object,8,32,Subtraction,QuestionProc1,"You had 9 fruits altogether, a mix of grapes and oranges. If 5 were grapes, how many were oranges?",First,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,6,7{SPACE},1,7{SPACE},24170,386476,Object,9,33,Subtraction,QuestionProc1,You have 11 toys. You have 4 fewer books than toys. How many books do you have?,First,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,8,9{SPACE},1,9{SPACE},8113,403122,Object,10,34,Subtraction,QuestionProc1,"From the store, you bought 14 pictures and puzzles, but gave away 5. How many items did you have left?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,13,8{SPACE},1,8{SPACE},17053,453714,Object,11,35,Subtraction,QuestionProc1,"For drinks, you have a mix of 15 cartons and bottles. If 7 are cartons, how many are bottles?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,24,5{SPACE},1,5{SPACE},14768,600789,Object,12,36,Subtraction,QuestionProc1,"For the collection, you have 11 bags. You have 6 fewer boxes than bags. How many boxes do you have?",NotFirst,Self,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,15,8{SPACE},0,{SPACE},3769,465991,Object,13,37,Addition,QuestionProc1,Sam has 3 stickers and also has 5 cards. How many items does he have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,4,9{SPACE},1,9{SPACE},8626,353597,Object,14,38,Addition,QuestionProc1,Sam had 5 grapes then he was given 4 oranges. How many pieces of fruit does he have now?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,18,11{SPACE},1,11{SPACE},12678,500399,Object,15,39,Addition,QuestionProc1,Sam took 4 toys and 7 books to the sleepover. How many things did he take to the sleepover altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,14,14{SPACE},1,14{SPACE},8452,462195,Object,16,40,Addition,QuestionProc1,"Altogether, Sam has 5 pictures and 9 puzzles. How many items does he have?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,3,15{SPACE},1,15{SPACE},15618,344921,Object,17,41,Addition,QuestionProc1,"First Sam had 7 cartons, then he was given 8 bottles. How many drinks does he have now?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,2,11{SPACE},1,11{SPACE},16196,329275,Object,18,42,Addition,QuestionProc1,"For the collection, Sam brought 5 bags and 6 boxes. How many items did he bring altogether?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,21,6{SPACE},1,6{SPACE},15960,553895,Object,19,43,Subtraction,QuestionProc1,Sam had 14 apples and bananas but gave 8 away. How many pieces of fruit did he have left?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,19,2{SPACE},1,2{SPACE},27531,527959,Object,20,44,Subtraction,QuestionProc1,"Sam's 6-item stationery pack included both pencils and notepads. If 4 were pencils, how many were notepads?",First,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,16,7{SPACE},1,7{SPACE},11484,477506,Object,21,45,Subtraction,QuestionProc1,Sam has 12 games. He has 5 fewer songs than games. How many songs does he have?,First,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,11,7{SPACE},1,7{SPACE},5858,427438,Object,22,46,Subtraction,QuestionProc1,"From the bakery, Sam bought 10 sweets and doughnuts, but gave 3 away. How many did he have left?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,22,2{SPACE},0,14{SPACE},31337,585260,Object,23,47,Subtraction,QuestionProc1,"At the competition, Sam won 8 stickers and medals. If 6 were stickers, how many were medals?",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order1F_B,1,F,B,52,86,7,17,6{SPACE},1,6{SPACE},10157,487692,Object,24,48,Subtraction,QuestionProc1,"For the party, Sam bought 10 cakes. He bought 4 fewer cookies than cakes. How many cookies did he buy? ",NotFirst,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,6,13{SPACE},1,13{SPACE},15652,636036,Referent,1,1,Addition,QuestionProc,Sam has 4 apples and John has 9 apples. How many apples are there altogether?,First,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,9,10{SPACE},1,10{SPACE},27791,715072,Referent,2,2,Addition,QuestionProc,Sam had 8 pencils and Sarah gave him 2 more. How many pencils does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,5,7{SPACE},1,7{SPACE},18898,620355,Referent,3,3,Addition,QuestionProc,Sam brought 3 games to the sleepover and Chris brought 4. How many games were brought to the sleepover altogether? ,First,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,16,13{SPACE},1,13{SPACE},12975,817524,Referent,4,4,Addition,QuestionProc,Anna has 7 sweets and Sam has 6 sweets. How many sweets are there altogether?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,14,12{SPACE},1,12{SPACE},10001,795548,Referent,5,5,Addition,QuestionProc,David has 8 stickers and Sam gave him 4 more stickers. How many stickers does David have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,20,11{SPACE},1,11{SPACE},20804,904816,Referent,6,6,Addition,QuestionProc,Beth brought 2 cakes to the party and Sam brought 9 more. How many cakes were brought to the party?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,7,9{SPACE},1,9{SPACE},16864,652930,Referent,7,7,Subtraction,QuestionProc,"Sam had 12 stickers but he gave some to Gareth. If Sam then had 3 stickers, how many did he give away?",First,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,4,7{SPACE},1,5{SPACE},4808,601428,Referent,8,8,Subtraction,QuestionProc,Sam had 7 grapes but Zahra took 2. How many grapes does Sam have now?,First,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,18,5{SPACE},1,5{SPACE},47460,875946,Referent,9,9,Subtraction,QuestionProc,Sam has 13 toys. Shaun has 8 fewer toys than Sam. How many does Shaun have?,First,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,21,3{SPACE},1,3{SPACE},8492,913337,Referent,10,10,Subtraction,QuestionProc,"Abbie had 9 pictures but she gave some to Sam. Abbie then had 6 pictures, how many did she give to Sam?",NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,12,3{SPACE},0,2{SPACE},18442,769084,Referent,11,11,Subtraction,QuestionProc,Ross had 11 cartons. Sam took 8 of them. How many cartons does Ross have now?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,22,9{SPACE},1,9{SPACE},8349,921714,Referent,12,12,Subtraction,QuestionProc,Catherine has 15 bags. Sam has 6 fewer bags than Catherine. How many bags does Sam have?,NotFirst,Other,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,1,12{SPACE},1,12{SPACE},14748,504548,Referent,13,13,Addition,QuestionProc,You have 3 stickers and Jack has 9 stickers. How many stickers are there in total?,First,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,15,9{SPACE},1,9{SPACE},8944,804521,Referent,14,14,Addition,QuestionProc,You had 2 grapes and Rachel gave you 7 more. How many grapes do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,8,13{SPACE},1,13{SPACE},34294,687252,Referent,15,15,Addition,QuestionProc,"You brought 8 toys to school, and Joe brought 5 more. How many toys were brought altogether? ",First,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,19,9{SPACE},1,9{SPACE},8010,883985,Referent,16,16,Addition,QuestionProc,Eva has 6 pictures and you have 3 pictures. How many pictures are there in total??,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,10,11{SPACE},1,11{SPACE},11155,726257,Referent,17,17,Addition,QuestionProc,Nathan had 8 cartoons and you gave him 3 more. How many cartoons does Nathan have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,13,15{SPACE},1,15{SPACE},16407,785519,Referent,18,18,Addition,QuestionProc,"Rose bought 6 bags for the trip, and you bought 9 more. How many bags were bought in total?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,11,9{SPACE},1,9{SPACE},24328,750613,Referent,19,19,Subtraction,QuestionProc,"You had 13 apples. You gave some apples to Angus, and had 4 left. How many apples did you give away?",First,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,3,2{SPACE},1,2{SPACE},4412,596592,Referent,20,20,Subtraction,QuestionProc,You had 10 pencils but Jessica took 8 of them. How many pencils do you have now?,First,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,24,4{SPACE},1,4{SPACE},12586,941056,Referent,21,21,Subtraction,QuestionProc,You have 7 games. Murray has 3 fewer games than you. How many games does Murray have?,First,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,2,6{SPACE},1,6{SPACE},87576,592152,Referent,22,22,Subtraction,QuestionProc,"Ashleigh had 13 sweets. She gave some to you, then had 7 sweets left. How many sweets did she give away?",NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,17,4{SPACE},0,3{SPACE},10906,828458,Referent,23,23,Subtraction,QuestionProc,Ethan had 12 stickers but you took 8 of them. How many stickers does Ethan have now?,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,23,9{SPACE},1,9{SPACE},6699,928443,Referent,24,24,Subtraction,QuestionProc,Fiona has 11 cakes and you have 2 fewer cakes than Fiona. How many cakes do you have? ,NotFirst,Self,MultiRefQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,19,14{SPACE},1,14{SPACE},25002,410192,Object,1,25,Addition,QuestionProc1,Sam has 8 apples and also has 6 bananas. How many pieces of fruit does he have altogether?,First,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,9,6{SPACE},1,6{SPACE},8731,250870,Object,2,26,Addition,QuestionProc1,"Sam had 4 pencils, then he got 2 notepads. How many things does he have now?",First,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,21,12{SPACE},1,12{SPACE},12030,435893,Object,3,27,Addition,QuestionProc1,Sam bought 5 games and 7 songs for the journey. How many things did he buy for the journey?,First,Other,MultiObjQuestions
1,RyanMaths_Order2F_B,2,F,B,53,89,7,10,10{SPACE},1,10{SPACE},10599,261497,Object,4,28,Addition,QuestionProc1,Altogether Sam has 3 sweets and 7 doughnuts. How many snacks does he have?,NotFirst,Other,MultiObjQuestions
